			Contour	Iamb	Const	NoPhi	FinPhi	InitPhi	TopFirst	Troc	HiCont
			Contour	Iamb	Const	NoPhi	FinPhi	InitPhi	TopFirst	Troc	HiCont
[SOVM]	[SMOV]										
	[SOVM]										
	[S][MOV]										
